datum,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti,kumulativni_pocet_testu,kumulativni_pocet_ag_testu,prirustkovy_pocet_nakazenych,prirustkovy_pocet_vylecenych,prirustkovy_pocet_umrti,prirustkovy_pocet_provedenych_testu,prirustkovy_pocet_provedenych_ag_testu,kumulativni_pocet_nove_nakazenych_primoinfekce,kumulativni_pocet_nove_nakazenych_reinfekce,prirustkovy_pocet_nove_nakazenych_primoinfekce,prirustkovy_pocet_nove_nakazenych_reinfekce
2021-03-28,1533975,1384874,26636,6179753,6584282,1808,3407,117,6311,44718,1530394,3581,1798,10
2021-03-29,1541039,1399521,26817,6206756,6857938,7064,14647,181,27003,273656,1537403,3636,7009,55
2021-03-30,1549811,1412293,26988,6235732,7091159,8772,12772,171,28976,233221,1546120,3691,8717,55
2021-03-31,1557188,1423398,27142,6261738,7313836,7377,11105,154,26006,222677,1553443,3745,7323,54
2021-04-01,1563560,1433232,27295,6286573,7568557,6372,9834,153,24835,254721,1559763,3797,6320,52
2021-04-02,1567492,1442698,27399,6301201,7622778,3932,9466,104,14628,54221,1563661,3831,3898,34
2021-04-03,1569704,1445739,27526,6309576,7660069,2212,3041,127,8375,37291,1565861,3843,2200,12
2021-04-04,1571695,1448335,27672,6316671,7696098,1991,2596,146,7095,36029,1567838,3857,1977,14
2021-04-05,1573164,1459543,27797,6324268,7756005,1469,11208,125,7597,59907,1569296,3868,1458,11
2021-04-06,1578856,1469450,27912,6349950,8157447,5692,9907,115,25682,401442,1574939,3917,5643,49
2021-04-07,1586030,1478183,28033,6377750,8422578,7174,8733,121,27800,265131,1582059,3971,7120,54
2021-04-08,1591407,1485376,28155,6400090,8657587,5377,7193,122,22340,235009,1587403,4004,5344,33
2021-04-09,1596326,1493011,28262,6422822,8819213,4919,7635,107,22732,161626,1592297,4029,4894,25
2021-04-10,1598596,1495379,28373,6433944,8862223,2270,2368,111,11122,43010,1594550,4046,2253,17
2021-04-11,1599615,1497400,28466,6439812,8916787,1019,2021,93,5868,54564,1595558,4057,1008,11
2021-04-12,1603577,1507039,28551,6461331,9212486,3962,9639,85,21519,295699,1599478,4099,3920,42
2021-04-13,1608767,1514808,28643,6485604,9473710,5190,7769,92,24273,261224,1604628,4139,5150,40
2021-04-14,1612555,1521553,28733,6506652,9708484,3788,6745,90,21048,234774,1608393,4162,3765,23
2021-04-15,1615903,1527731,28820,6524142,9936455,3348,6178,87,17490,227971,1611716,4187,3323,25
2021-04-16,1619190,1530276,28886,6543332,10087265,3287,2545,66,19190,150810,1614977,4213,3261,26
2021-04-17,1620774,1532389,28960,6553091,10128784,1584,2113,74,9759,41519,1616546,4228,1569,15
2021-04-18,1621642,1534179,29038,6559280,10189411,868,1790,78,6189,60627,1617406,4236,860,8
2021-04-19,1625041,1535780,29110,6580888,10491317,3399,1601,72,21608,301906,1620783,4258,3377,22
2021-04-20,1628914,1543665,29174,6603194,10747046,3873,7885,64,22306,255729,1624629,4285,3846,27
2021-04-21,1631923,1550031,29238,6622417,10979984,3009,6366,64,19223,232938,1627625,4298,2996,13
2021-04-22,1634603,1554700,29294,6640575,11213822,2680,4669,56,18158,233838,1630290,4313,2665,15
2021-04-23,1637267,1558951,29348,6658803,11372237,2664,4251,54,18228,158415,1632931,4336,2641,23
2021-04-24,1638609,1560432,29405,6668025,11418458,1342,1481,57,9222,46221,1634264,4345,1333,9
2021-04-25,1639471,1561640,29458,6673428,11474636,862,1208,53,5403,56178,1635116,4355,852,10
2021-04-26,1642136,1567305,29516,6694464,11780401,2665,5665,58,21036,305765,1637749,4387,2633,32
2021-04-27,1645430,1571537,29568,6714558,12038218,3294,4232,52,20094,257817,1641022,4408,3273,21
2021-04-28,1647969,1575161,29635,6734306,12276432,2539,3624,67,19748,238214,1643539,4430,2517,22
2021-04-29,1650249,1578256,29678,6753210,12515467,2280,3095,43,18904,239035,1645792,4457,2253,27
2021-04-30,1652477,1581376,29728,6772582,12674998,2228,3120,50,19372,159531,1647995,4482,2203,25
2021-05-01,1653684,1582453,29763,6782910,12710615,1207,1077,35,10328,35617,1649190,4494,1195,12
2021-05-02,1654216,1583300,29799,6788691,12780945,532,847,36,5781,70330,1649720,4496,530,2
2021-05-03,1656488,1587898,29839,6808384,13130621,2272,4598,40,19693,349676,1651968,4520,2248,24
2021-05-04,1658952,1591218,29884,6828145,13413406,2464,3320,45,19761,282785,1654412,4540,2444,20
2021-05-05,1660868,1594021,29921,6844829,13668024,1916,2803,37,16684,254618,1656312,4556,1900,16
2021-05-06,1662482,1596673,29965,6860748,13917160,1614,2652,44,15919,249136,1657908,4574,1596,18
2021-05-07,1664161,1599489,29994,6878732,14081711,1679,2816,29,17984,164551,1659572,4589,1664,15
2021-05-08,1664910,1600385,30026,6890869,14119911,749,896,32,12137,38200,1660312,4598,740,9
2021-05-09,1665318,1601099,30061,6896751,14188308,408,714,35,5882,68397,1660712,4606,400,8
2021-05-10,1666911,1604985,30094,6918977,14543173,1593,3886,33,22226,354865,1662290,4621,1578,15
2021-05-11,1668642,1607733,30127,6936437,14820977,1731,2748,33,17460,277804,1664006,4636,1716,15
2021-05-12,1669942,1610181,30160,6951708,15069014,1300,2448,33,15271,248037,1665295,4647,1289,11
2021-05-13,1671200,1612340,30182,6966026,15323343,1258,2159,22,14318,254329,1666537,4663,1242,16
2021-05-14,1672287,1614560,30200,6983415,15490575,1087,2220,18,17389,167232,1667604,4683,1067,20
2021-05-15,1672894,1615263,30216,6998482,15530601,607,703,16,15067,40026,1668205,4689,601,6
2021-05-16,1673168,1615877,30229,7005602,15597112,274,614,13,7120,66511,1668475,4693,270,4
2021-05-17,1674334,1618791,30252,7042092,15983194,1166,2914,23,36490,386082,1669625,4709,1150,16
2021-05-18,1675576,1620846,30266,7066780,16273370,1242,2055,14,24688,290176,1670850,4726,1225,17
2021-05-19,1676377,1622722,30283,7092069,16535283,801,1876,17,25289,261913,1671637,4740,787,14
2021-05-20,1677091,1624287,30300,7111408,16804438,714,1565,17,19339,269155,1672335,4756,698,16
2021-05-21,1677793,1625890,30313,7139089,17004045,702,1603,13,27681,199607,1673024,4769,689,13
2021-05-22,1678138,1626341,30324,7148992,17051872,345,451,11,9903,47827,1673364,4774,340,5
2021-05-23,1678341,1626775,30337,7153456,17119659,203,434,13,4464,67787,1673565,4776,201,2
2021-05-24,1679059,1628911,30343,7183747,17477714,718,2136,6,30291,358055,1674274,4785,709,9
2021-05-25,1679740,1630440,30351,7205124,17734934,681,1529,8,21377,257220,1674944,4796,670,11
2021-05-26,1680308,1631768,30362,7226938,17956361,568,1328,11,21814,221427,1675505,4803,561,7
2021-05-27,1680838,1632883,30378,7244254,18187123,530,1115,16,17316,230762,1676028,4810,523,7
2021-05-28,1681314,1634010,30385,7266231,18367356,476,1127,7,21977,180233,1676496,4818,468,8
2021-05-29,1681542,1634409,30391,7275199,18414344,228,399,6,8968,46988,1676721,4821,225,3
2021-05-30,1681661,1634744,30395,7279702,18474840,119,335,4,4503,60496,1676838,4823,117,2
2021-05-31,1682201,1636216,30405,7308077,18801597,540,1472,10,28375,326757,1677371,4830,533,7
2021-06-01,1682695,1637268,30412,7333824,19028614,494,1052,7,25747,227017,1677858,4837,487,7
2021-06-02,1683062,1638037,30417,7360095,19229866,367,769,5,26271,201252,1678218,4844,360,7
2021-06-03,1683509,1638728,30420,7386283,19442972,447,691,3,26188,213106,1678657,4852,439,8
2021-06-04,1683845,1639429,30427,7412917,19607530,336,701,7,26634,164558,1678991,4854,334,2
2021-06-05,1684003,1639689,30430,7424979,19646648,158,260,3,12062,39118,1679147,4856,156,2
2021-06-06,1684103,1639904,30434,7430912,19696187,100,215,4,5933,49539,1679247,4856,100,0
2021-06-07,1684409,1640808,30438,7462764,19958634,306,904,4,31852,262447,1679547,4862,300,6
2021-06-08,1684804,1641458,30444,7486326,20148396,395,650,6,23562,189762,1679938,4866,391,4
2021-06-09,1685074,1642028,30446,7516806,20321409,270,570,2,30480,173013,1680202,4872,264,6
2021-06-10,1685278,1642522,30452,7537686,20510534,204,494,6,20880,189125,1680400,4878,198,6
2021-06-11,1685465,1642953,30454,7565775,20663798,187,431,2,28089,153264,1680584,4881,184,3
2021-06-12,1685545,1643148,30458,7578109,20699998,80,195,4,12334,36200,1680661,4884,77,3
2021-06-13,1685588,1643291,30461,7584663,20742700,43,143,3,6554,42702,1680703,4885,42,1
2021-06-14,1685771,1643989,30461,7618444,20967349,183,698,0,33781,224649,1680884,4887,181,2
2021-06-15,1685991,1644455,30465,7646190,21135169,220,466,4,27746,167820,1681099,4892,215,5
2021-06-16,1686131,1644843,30466,7677050,21291928,140,388,1,30860,156759,1681233,4898,134,6
2021-06-17,1686304,1645151,30471,7706036,21475241,173,308,5,28986,183313,1681403,4901,170,3
2021-06-18,1686457,1645464,30474,7743354,21621746,153,313,3,37318,146505,1681553,4904,150,3
2021-06-19,1686524,1645608,30474,7756887,21657801,67,144,0,13533,36055,1681619,4905,66,1
2021-06-20,1686584,1645704,30475,7763859,21695241,60,96,1,6972,37440,1681678,4906,59,1
2021-06-21,1686711,1646149,30476,7794837,21893629,127,445,1,30978,198388,1681802,4909,124,3
2021-06-22,1686825,1646436,30479,7820066,22035725,114,287,3,25229,142096,1681915,4910,113,1
2021-06-23,1686947,1646659,30479,7844247,22173527,122,223,0,24181,137802,1682032,4915,117,5
2021-06-24,1687052,1646860,30483,7874009,22328026,105,201,4,29762,154499,1682133,4919,101,4
2021-06-25,1687188,1647057,30484,7902118,22450361,136,197,1,28109,122335,1682268,4920,135,1
2021-06-26,1687256,1647111,30486,7926034,22480409,68,54,2,23916,30048,1682335,4921,67,1
2021-06-27,1687315,1647178,30486,7933704,22513409,59,67,0,7670,33000,1682394,4921,59,0
2021-06-28,1687478,1647419,30486,7966194,22685582,163,241,0,32490,172173,1682552,4926,158,5
2021-06-29,1687644,1647589,30486,8010314,22786626,166,170,0,44120,101044,1682714,4930,162,4
2021-06-30,1687791,1647711,30488,8049494,22889005,147,122,2,39180,102379,1682854,4937,140,7
2021-07-01,1687968,1647840,30489,8098353,22972895,177,129,1,48859,83890,1683024,4944,170,7
2021-07-02,1688147,1647980,30491,8148108,23082619,179,140,2,49755,109724,1683192,4955,168,11
2021-07-03,1688275,1648040,30491,8185969,23124898,128,60,0,37861,42279,1683317,4958,125,3
2021-07-04,1688387,1648095,30493,8198778,23160025,112,55,2,12809,35127,1683426,4961,109,3
2021-07-05,1688522,1648231,30493,8211477,23196768,135,136,0,12699,36743,1683556,4966,130,5
2021-07-06,1688635,1648338,30493,8221151,23228084,113,107,0,9674,31316,1683667,4968,111,2
2021-07-07,1688922,1648471,30494,8244817,23288426,287,133,1,23666,60342,1683949,4973,282,5
2021-07-08,1689195,1648587,30494,8276448,23353464,273,116,0,31631,65038,1684211,4984,262,11
2021-07-09,1689493,1648704,30494,8314130,23452639,298,117,0,37682,99175,1684501,4992,290,8
2021-07-10,1689668,1648778,30494,8339882,23498601,175,74,0,25752,45962,1684666,5002,165,10
2021-07-11,1689831,1648871,30496,8354128,23552513,163,93,2,14246,53912,1684824,5007,158,5
2021-07-12,1690082,1649059,30496,8384486,23643810,251,188,0,30358,91297,1685068,5014,244,7
2021-07-13,1690413,1649224,30496,8415360,23708470,331,165,0,30874,64660,1685391,5022,323,8
2021-07-14,1690684,1649415,30496,8444599,23766342,271,191,0,29239,57872,1685650,5034,259,12
2021-07-15,1690913,1649575,30496,8481899,23849212,229,160,0,37300,82870,1685870,5043,220,9
2021-07-16,1691167,1649751,30498,8528673,23960549,254,176,2,46774,111337,1686115,5052,245,9
2021-07-17,1691368,1649846,30498,8561067,24014549,201,95,0,32394,54000,1686312,5056,197,4
2021-07-18,1691489,1649943,30499,8575099,24068310,121,97,1,14032,53761,1686430,5059,118,3
2021-07-19,1691716,1650096,30501,8605659,24155240,227,153,2,30560,86930,1686653,5063,223,4
2021-07-20,1692029,1650229,30501,8636310,24206730,313,133,0,30651,51490,1686953,5076,300,13
2021-07-21,1692273,1650540,30502,8665756,24260532,244,311,1,29446,53802,1687187,5086,234,10
2021-07-22,1692493,1650825,30502,8703936,24343421,220,285,0,38180,82889,1687400,5093,213,7
2021-07-23,1692692,1651092,30502,8751011,24464610,199,267,0,47075,121189,1687590,5102,190,9
2021-07-24,1692827,1651244,30502,8781920,24525526,135,152,0,30909,60916,1687718,5109,128,7
2021-07-25,1692911,1651395,30502,8797412,24580411,84,151,0,15492,54885,1687800,5111,82,2
2021-07-26,1693120,1651715,30502,8829415,24666827,209,320,0,32003,86416,1688002,5118,202,7
2021-07-27,1693384,1652043,30502,8864799,24725573,264,328,0,35384,58746,1688259,5125,257,7
2021-07-28,1693591,1652292,30502,8897801,24786388,207,249,0,33002,60815,1688461,5130,202,5
2021-07-29,1693810,1652543,30502,8937433,24868252,219,251,0,39632,81864,1688669,5141,208,11
2021-07-30,1693962,1652786,30502,8988899,24988978,152,243,0,51466,120726,1688810,5152,141,11
2021-07-31,1694079,1652930,30504,9026312,25047310,117,144,2,37413,58332,1688927,5152,117,0
2021-08-01,1694156,1653045,30506,9041482,25098931,77,115,2,15170,51621,1689004,5152,77,0
2021-08-02,1694314,1653346,30507,9075715,25187298,158,301,1,34233,88367,1689155,5159,151,7
2021-08-03,1694564,1653627,30507,9115468,25241860,250,281,0,39753,54562,1689398,5166,243,7
2021-08-04,1694777,1653850,30507,9146700,25296533,213,223,0,31232,54673,1689608,5169,210,3
2021-08-05,1694948,1654055,30508,9187211,25368278,171,205,1,40511,71745,1689774,5174,166,5
2021-08-06,1695133,1654240,30510,9240492,25478222,185,185,2,53281,109944,1689953,5180,179,6
2021-08-07,1695295,1654343,30510,9279140,25529746,162,103,0,38648,51524,1690110,5185,157,5
2021-08-08,1695403,1654447,30510,9298671,25581685,108,104,0,19531,51939,1690217,5186,107,1
2021-08-09,1695584,1654707,30511,9332590,25668872,181,260,1,33919,87187,1690393,5191,176,5
2021-08-10,1695852,1654900,30511,9370930,25724213,268,193,0,38340,55341,1690655,5197,262,6
2021-08-11,1696081,1655115,30512,9403728,25778369,229,215,1,32798,54156,1690878,5203,223,6
2021-08-12,1696276,1655297,30512,9442854,25851597,195,182,0,39126,73228,1691068,5208,190,5
2021-08-13,1696507,1655435,30512,9496795,25966066,231,138,0,53941,114469,1691291,5216,223,8
2021-08-14,1696650,1655527,30512,9536845,26026085,143,92,0,40050,60019,1691433,5217,142,1
2021-08-15,1696727,1655618,30515,9553273,26077605,77,91,3,16428,51520,1691510,5217,77,0
2021-08-16,1696954,1655851,30518,9588855,26158930,227,233,3,35582,81325,1691727,5227,217,10
2021-08-17,1697263,1656057,30519,9622788,26206661,309,206,1,33933,47731,1692027,5236,300,9
2021-08-18,1697482,1656272,30522,9654777,26256587,219,215,3,31989,49926,1692238,5244,211,8
2021-08-19,1697653,1656462,30524,9691487,26322920,171,190,2,36710,66333,1692405,5248,167,4
2021-08-20,1697832,1656636,30525,9738832,26429017,179,174,1,47345,106097,1692577,5255,172,7
2021-08-21,1697972,1656723,30525,9768900,26478086,140,87,0,30068,49069,1692712,5260,135,5
2021-08-22,1698085,1656830,30525,9785158,26526632,113,107,0,16258,48546,1692819,5266,107,6
2021-08-23,1698304,1657122,30526,9816931,26600273,219,292,1,31773,73641,1693033,5271,214,5
2021-08-24,1698564,1657335,30527,9846442,26647651,260,213,1,29511,47378,1693287,5277,254,6
2021-08-25,1698819,1657562,30529,9872927,26694289,255,227,2,26485,46638,1693537,5282,250,5
2021-08-26,1699040,1657754,30529,9902411,26759493,221,192,0,29484,65204,1693754,5286,217,4
2021-08-27,1699229,1657956,30530,9933374,26852196,189,202,1,30963,92703,1693938,5291,184,5
2021-08-28,1699367,1658049,30532,9951237,26890942,138,93,2,17863,38746,1694071,5296,133,5
2021-08-29,1699449,1658175,30533,9961078,26921861,82,126,1,9841,30919,1694152,5297,81,1
2021-08-30,1699693,1658480,30533,9989286,26980739,244,305,0,28208,58878,1694393,5300,241,3
2021-08-31,1699991,1658711,30533,10028535,27033891,298,231,0,39249,53152,1694686,5305,293,5
2021-09-01,1700258,1658917,30533,10077412,27078994,267,206,0,48877,45103,1694950,5308,264,3
2021-09-02,1700573,1659088,30535,10138512,27129778,315,171,2,61100,50784,1695257,5316,307,8
2021-09-03,1700896,1659289,30535,10162430,27207771,323,201,0,23918,77993,1695568,5328,311,12
2021-09-04,1701108,1659402,30535,10179526,27238772,212,113,0,17096,31001,1695776,5332,208,4
2021-09-05,1701252,1659506,30535,10188199,27263972,144,104,0,8673,25200,1695917,5335,141,3
2021-09-06,1701655,1659777,30537,10236066,27317137,403,271,2,47867,53165,1696312,5343,395,8
2021-09-07,1702247,1660016,30540,10279629,27350273,592,239,3,43563,33136,1696895,5352,583,9
2021-09-08,1702640,1660244,30541,10307842,27393068,393,228,1,28213,42795,1697277,5363,382,11
2021-09-09,1703072,1660422,30541,10335763,27455058,432,178,0,27921,61990,1697698,5374,421,11
2021-09-10,1703529,1660629,30541,10365081,27534860,457,207,0,29318,79802,1698146,5383,448,9
2021-09-11,1703783,1660725,30541,10382287,27568116,254,96,0,17206,33256,1698397,5386,251,3
2021-09-12,1703925,1660870,30543,10390613,27595377,142,145,2,8326,27261,1698534,5391,137,5
2021-09-13,1704434,1661157,30543,10412678,27650813,509,287,0,22065,55436,1699030,5404,496,13
2021-09-14,1705004,1661417,30546,10435632,27690632,570,260,3,22954,39819,1699587,5417,557,13
2021-09-15,1705534,1661751,30549,10459204,27734885,530,334,3,23572,44253,1700112,5422,525,5
2021-09-16,1706119,1662023,30549,10484534,27795965,585,272,0,25330,61080,1700677,5442,565,20
2021-09-17,1706577,1662321,30552,10513770,27892530,458,298,3,29236,96565,1701125,5452,448,10
2021-09-18,1706888,1662470,30557,10530830,27930324,311,149,5,17060,37794,1701429,5459,304,7
2021-09-19,1707080,1662638,30559,10538859,27959107,192,168,2,8029,28783,1701617,5463,188,4
2021-09-20,1707576,1663308,30563,10563336,28016665,496,670,4,24477,57558,1702100,5476,483,13
2021-09-21,1708188,1663718,30565,10587491,28056958,612,410,2,24155,40293,1702698,5490,598,14
2021-09-22,1708733,1664103,30567,10613606,28098903,545,385,2,26115,41945,1703226,5507,528,17
2021-09-23,1709232,1664544,30570,10646623,28156175,499,441,3,33017,57272,1703711,5521,485,14
2021-09-24,1709795,1664967,30570,10682675,28247300,563,423,0,36052,91125,1704258,5537,547,16
2021-09-25,1710228,1665122,30572,10701589,28281861,433,155,2,18914,34561,1704679,5549,421,12
2021-09-26,1710485,1665311,30572,10709810,28306865,257,189,0,8221,25004,1704934,5551,255,2
2021-09-27,1711171,1665908,30572,10734098,28361049,686,597,0,24288,54184,1705614,5557,680,6
2021-09-28,1711653,1666474,30575,10748709,28383218,482,566,3,14611,22169,1706089,5564,475,7
2021-09-29,1712403,1667034,30580,10770282,28436504,750,560,5,21573,53286,1706824,5579,735,15
2021-09-30,1713340,1667518,30581,10799987,28492894,937,484,1,29705,56390,1707748,5592,924,13
2021-10-01,1714189,1667987,30582,10828922,28575143,849,469,1,28935,82249,1708579,5610,831,18
2021-10-02,1714753,1668206,30583,10843420,28604300,564,219,1,14498,29157,1709132,5621,553,11
2021-10-03,1715073,1668443,30587,10851396,28628159,320,237,4,7976,23859,1709451,5622,319,1
2021-10-04,1715923,1669107,30591,10873240,28678334,850,664,4,21844,50175,1710282,5641,831,19
2021-10-05,1717089,1669668,30594,10895760,28712338,1166,561,3,22520,34004,1711434,5655,1152,14
2021-10-06,1718157,1670181,30599,10918669,28752927,1068,513,5,22909,40589,1712485,5672,1051,17
2021-10-07,1719179,1670674,30602,10943163,28807162,1022,493,3,24494,54235,1713483,5696,998,24
2021-10-08,1720217,1671220,30606,10970487,28890463,1038,546,4,27324,83301,1714502,5715,1019,19
2021-10-09,1720895,1671482,30609,10985790,28916852,678,262,3,15303,26389,1715171,5724,669,9
2021-10-10,1721243,1671773,30613,10993709,28939295,348,291,4,7919,22443,1715511,5732,340,8
2021-10-11,1722616,1672605,30618,11015148,28992416,1373,832,5,21439,53121,1716861,5755,1350,23
2021-10-12,1724165,1672961,30625,11039909,29027035,1549,356,7,24761,34619,1718372,5793,1511,38
2021-10-13,1725692,1674041,30631,11071553,29067770,1527,1080,6,31644,40735,1719875,5817,1503,24
2021-10-14,1727272,1674790,30637,11100751,29124362,1580,749,6,29198,56592,1721421,5851,1546,34
2021-10-15,1729098,1675637,30647,11132793,29212055,1826,847,10,32042,87693,1723204,5894,1783,43
2021-10-16,1730293,1675972,30656,11150464,29244865,1195,335,9,17671,32810,1724365,5928,1161,34
2021-10-17,1731110,1676391,30667,11160724,29269355,817,419,11,10260,24490,1725168,5942,803,14
2021-10-18,1733712,1677579,30679,11187970,29326513,2602,1188,12,27246,57158,1727720,5992,2552,50
2021-10-19,1737030,1678514,30690,11221778,29365336,3318,935,11,33808,38823,1730978,6052,3258,60
2021-10-20,1740399,1679567,30697,11256220,29413292,3369,1053,7,34442,47956,1734267,6132,3289,80
2021-10-21,1744148,1680580,30707,11298083,29474007,3749,1013,10,41863,60715,1737920,6228,3653,96
2021-10-22,1748505,1681569,30721,11343477,29567734,4357,989,14,45394,93727,1742163,6342,4243,114
2021-10-23,1751319,1682052,30735,11373618,29603136,2814,483,14,30141,35402,1744923,6396,2760,54
2021-10-24,1753201,1682597,30756,11390775,29631312,1882,545,21,17157,28176,1746770,6431,1847,35
2021-10-25,1757602,1684245,30776,11431209,29696860,4401,1648,20,40434,65548,1751082,6520,4312,89
2021-10-26,1764068,1685653,30792,11492917,29750656,6466,1408,16,61708,53796,1757383,6685,6301,165
2021-10-27,1770055,1687244,30813,11557199,29829796,5987,1591,21,64282,79140,1763262,6793,5879,108
2021-10-28,1774532,1688826,30839,11599710,29861943,4477,1582,26,42511,32147,1767635,6897,4373,104
2021-10-29,1780429,1690673,30865,11644683,29949402,5897,1847,26,44973,87459,1773405,7024,5770,127
2021-10-30,1785621,1691515,30891,11682737,29981635,5192,842,26,38054,32233,1778470,7151,5065,127
2021-10-31,1788493,1692499,30922,11707431,30019735,2872,984,31,24694,38100,1781278,7215,2808,64
2021-11-01,1796341,1695986,30953,11771670,30070509,7848,3487,31,64239,50774,1788912,7429,7634,214
2021-11-02,1806417,1699266,30990,11831854,30104439,10076,3280,37,60184,33930,1798879,7538,9967,109
2021-11-03,1816144,1702870,31035,11874707,30142986,9727,3604,45,42853,38547,1808386,7758,9507,220
2021-11-04,1824954,1706575,31080,11918413,30186416,8810,3705,45,43706,43430,1816905,8049,8519,291
2021-11-05,1834455,1710821,31137,11968828,30252644,9501,4246,57,50415,66228,1826188,8267,9283,218
2021-11-06,1840334,1712921,31189,12003943,30289436,5879,2100,52,35115,36792,1831944,8390,5756,123
2021-11-07,1843459,1715278,31230,12022240,30314379,3125,2357,41,18297,24943,1834981,8478,3037,88
2021-11-08,1852985,1721954,31279,12072099,30370809,9526,6676,49,49859,56430,1844296,8689,9315,211
2021-11-09,1867894,1727580,31343,12141403,30410333,14909,5626,64,69304,39524,1858908,8986,14612,297
2021-11-10,1881825,1733881,31418,12205571,30452579,13931,6301,75,64168,42246,1872502,9323,13594,337
2021-11-11,1892521,1736942,31489,12269816,30502904,10696,3061,71,64245,50325,1882974,9547,10472,224
2021-11-12,1907188,1744399,31556,12342951,30569705,14667,7457,67,73135,66801,1897249,9939,14275,392
2021-11-13,1916621,1748145,31630,12388980,30604314,9433,3746,74,46029,34609,1906454,10167,9205,228
2021-11-14,1922459,1751947,31693,12417364,30628569,5838,3802,63,28384,24255,1912177,10282,5723,115
2021-11-15,1934328,1762337,31787,12484241,30689733,11869,10390,94,66877,61164,1923779,10549,11602,267
2021-11-16,1957476,1771301,31859,12579892,30741423,23148,8964,72,95651,51690,1946354,11122,22575,573
2021-11-17,1972065,1780082,31941,12641799,30765430,14589,8781,82,61907,24007,1960587,11478,14233,356
2021-11-18,1985935,1788463,32062,12706208,30818341,13870,8381,121,64409,52911,1974126,11809,13539,331
2021-11-19,2009601,1797847,32176,12797879,30884936,23666,9384,114,91671,66595,1997137,12464,23011,655
2021-11-20,2024370,1801580,32272,12863719,30918318,14769,3733,96,65840,33382,2011575,12795,14438,331
2021-11-21,2032875,1805409,32387,12899839,30944338,8505,3829,115,36120,26020,2019876,12999,8301,204
2021-11-22,2047770,1821669,32501,12978001,30993014,14895,16260,114,78162,48676,2034425,13345,14549,346
2021-11-23,2074378,1835173,32616,13082786,31023460,26608,13504,115,104785,30446,2060361,14017,25936,672
2021-11-24,2092872,1848111,32710,13184276,31051751,18494,12938,94,101490,28291,2078436,14436,18075,419
2021-11-25,2121464,1860969,32824,13285348,31087780,28592,12858,114,101072,36029,2106395,15069,27959,633
2021-11-26,2142565,1874393,32944,13385309,31117553,21101,13424,120,99961,29773,2126821,15744,20426,675
2021-11-27,2155449,1880253,33040,13459759,31125476,12884,5860,96,74450,7923,2139377,16072,12556,328
2021-11-28,2164970,1886191,33159,13509657,31135785,9521,5938,119,49898,10309,2148703,16267,9326,195
2021-11-29,2183094,1909021,33267,13596818,31185170,18124,22830,108,87161,49385,2166359,16735,17656,468
2021-11-30,2205692,1928643,33389,13710931,31213303,22598,19622,122,114113,28133,2188408,17284,22049,549
2021-12-01,2227384,1937262,33529,13811576,31239814,21692,8619,140,100645,26511,2209586,17798,21178,514
2021-12-02,2246538,1958197,33655,13912836,31271089,19154,20935,126,101260,31275,2228242,18296,18656,498
2021-12-03,2264683,1979198,33779,14012761,31296861,18145,21001,124,99925,25772,2245945,18738,17703,442
2021-12-04,2275966,1988544,33888,14084638,31304292,11283,9346,109,71877,7431,2256936,19030,10991,292
2021-12-05,2282447,1997214,33998,14123920,31313039,6481,8670,110,39282,8747,2263289,19158,6353,128
2021-12-06,2298460,2024800,34125,14211187,31354482,16013,27586,127,87267,41443,2278895,19565,15606,407
2021-12-07,2318523,2050280,34237,14315447,31378436,20063,25480,112,104260,23954,2298446,20077,19551,512
2021-12-08,2335213,2071588,34350,14404258,31403569,16690,21308,113,88811,25133,2314676,20537,16230,460
2021-12-09,2349881,2091608,34464,14491865,31432823,14668,20020,114,87607,29254,2328962,20919,14286,382
2021-12-10,2362613,2111189,34586,14579088,31456425,12732,19581,122,87223,23602,2341386,21227,12424,308
2021-12-11,2371960,2119708,34686,14641825,31463573,9347,8519,100,62737,7148,2350492,21468,9106,241
2021-12-12,2376204,2127553,34811,14670211,31471902,4244,7845,125,28386,8329,2354632,21572,4140,104
2021-12-13,2388431,2155232,34926,14753164,31509598,12227,27679,115,82953,37696,2366559,21872,11927,300
2021-12-14,2405600,2176442,35040,14849947,31532973,17169,21210,114,96783,23375,2383279,22321,16720,449
2021-12-15,2417589,2195646,35166,14925432,31557063,11989,19204,126,75485,24090,2394907,22682,11628,361
2021-12-16,2427359,2213245,35263,15003920,31587161,9770,17599,97,78488,30098,2404418,22941,9511,259
2021-12-17,2436619,2230090,35357,15080848,31612039,9260,16845,94,76928,24878,2413403,23216,8985,275
2021-12-18,2442776,2237374,35461,15130630,31622243,6157,7284,104,49782,10204,2419393,23383,5990,167
2021-12-19,2446622,2243958,35532,15160355,31632348,3846,6584,71,29725,10105,2423151,23471,3758,88
2021-12-20,2455442,2266899,35613,15233747,31666402,8820,22941,81,73392,34054,2431763,23679,8612,208
2021-12-21,2467636,2283866,35695,15316309,31688755,12194,16967,82,82562,22353,2443624,24012,11861,333
2021-12-22,2475573,2299059,35780,15395065,31709370,7937,15193,85,78756,20615,2451330,24243,7706,231
2021-12-23,2483220,2311854,35840,15484435,31725794,7647,12795,60,89370,16424,2458704,24516,7374,273
2021-12-24,2485369,2324446,35920,15505202,31730385,2149,12592,80,20767,4591,2460758,24611,2054,95
