datum,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti,kumulativni_pocet_testu,kumulativni_pocet_ag_testu,prirustkovy_pocet_nakazenych,prirustkovy_pocet_vylecenych,prirustkovy_pocet_umrti,prirustkovy_pocet_provedenych_testu,prirustkovy_pocet_provedenych_ag_testu,kumulativni_pocet_nove_nakazenych_primoinfekce,kumulativni_pocet_nove_nakazenych_reinfekce,prirustkovy_pocet_nove_nakazenych_primoinfekce,prirustkovy_pocet_nove_nakazenych_reinfekce
2022-09-18,4415734,4345599,41078,21767877,33866343,407,3052,10,788,883,4088705,327029,320,87
2022-09-19,4421374,4348913,41085,21775092,33875448,5640,3314,7,7215,9105,4092496,328878,3791,1849
2022-09-20,4426106,4349516,41095,21782523,33882172,4732,603,10,7431,6724,4095715,330391,3219,1513
2022-09-21,4430592,4349972,41103,21789489,33888513,4486,456,8,6966,6341,4098745,331847,3030,1456
2022-09-22,4434483,4356011,41113,21795701,33894455,3891,6039,10,6212,5942,4101353,333130,2608,1283
2022-09-23,4438788,4360125,41123,21802426,33900364,4305,4114,10,6725,5909,4104265,334523,2912,1393
2022-09-24,4439607,4364067,41133,21803950,33901435,819,3942,10,1524,1071,4104855,334752,590,229
2022-09-25,4440032,4367614,41147,21804790,33902421,425,3547,14,840,986,4105174,334858,319,106
2022-09-26,4446855,4371171,41159,21812001,33912729,6823,3557,12,7211,10308,4109972,336883,4798,2025
2022-09-27,4452940,4371796,41172,21820005,33920143,6085,625,13,8004,7414,4114250,338690,4278,1807
2022-09-28,4454032,4372227,41191,21821829,33921086,1092,431,19,1824,943,4115052,338980,802,290
2022-09-29,4459318,4378564,41200,21827767,33929054,5286,6337,9,5938,7968,4118787,340531,3735,1551
2022-09-30,4464850,4383095,41218,21835391,33935469,5532,4531,18,7624,6415,4122679,342171,3892,1640
2022-10-01,4465827,4387376,41233,21837479,33936547,977,4281,15,2088,1078,4123381,342446,702,275
2022-10-02,4466320,4391017,41246,21838199,33937592,493,3641,13,720,1045,4123764,342556,383,110
2022-10-03,4473331,4395046,41263,21845301,33948730,7011,4029,17,7102,11138,4128642,344689,4878,2133
2022-10-04,4478322,4395818,41280,21851691,33956134,4991,772,17,6390,7404,4132140,346182,3498,1493
2022-10-05,4483099,4396398,41302,21858165,33962591,4777,580,22,6474,6457,4135474,347625,3334,1443
2022-10-06,4487174,4403942,41317,21863724,33968549,4075,7544,15,5559,5958,4138308,348866,2834,1241
2022-10-07,4491202,4409467,41341,21869585,33974262,4028,5525,24,5861,5713,4141181,350021,2873,1155
2022-10-08,4492036,4410119,41356,21871288,33975278,834,652,15,1703,1016,4141783,350253,602,232
2022-10-09,4492438,4415879,41376,21872081,33976275,402,5760,20,793,997,4142090,350348,307,95
2022-10-10,4497991,4420759,41401,21878171,33986036,5553,4880,25,6090,9761,4145982,352009,3892,1661
2022-10-11,4502187,4421627,41427,21884201,33992486,4196,868,26,6030,6450,4148960,353227,2978,1218
2022-10-12,4505420,4422287,41450,21889547,33998058,3233,660,23,5346,5572,4151193,354227,2233,1000
2022-10-13,4508642,4430057,41468,21893725,34003304,3222,7770,18,4178,5246,4153505,355137,2312,910
2022-10-14,4511447,4434628,41485,21898829,34007873,2805,4571,17,5104,4569,4155453,355994,1948,857
2022-10-15,4511939,4439198,41498,21900093,34008647,492,4570,13,1264,774,4155810,356129,357,135
2022-10-16,4512237,4442905,41514,21900818,34009565,298,3707,16,725,918,4156044,356193,234,64
2022-10-17,4515746,4446764,41526,21905514,34017682,3509,3859,12,4696,8117,4158503,357243,2459,1050
2022-10-18,4519202,4447494,41540,21911819,34023197,3456,730,14,6305,5515,4160888,358314,2385,1071
2022-10-19,4521675,4448020,41553,21915948,34028010,2473,526,13,4129,4813,4162381,359294,1493,980
2022-10-20,4524075,4454173,41569,21919440,34032439,2400,6153,16,3492,4429,4164055,360020,1674,726
2022-10-21,4525963,4458084,41582,21923091,34036455,1888,3911,13,3651,4016,4165413,360550,1358,530
2022-10-22,4526355,4461217,41595,21924453,34037143,392,3133,13,1362,688,4165699,360656,286,106
2022-10-23,4526575,4463968,41609,21925136,34038023,220,2751,14,683,880,4165864,360711,165,55
2022-10-24,4529195,4466569,41622,21929139,34044706,2620,2601,13,4003,6683,4167671,361524,1807,813
2022-10-25,4531113,4467033,41630,21932343,34049181,1918,464,8,3204,4475,4169023,362090,1352,566
2022-10-26,4532677,4467454,41637,21935100,34052993,1564,421,7,2757,3812,4170128,362549,1105,459
2022-10-27,4534062,4471886,41653,21937705,34056215,1385,4432,16,2605,3222,4171092,362970,964,421
2022-10-28,4534313,4474654,41663,21938921,34056829,251,2768,10,1216,614,4171282,363031,190,61
2022-10-29,4534512,4476867,41674,21939512,34057522,199,2213,11,591,693,4171443,363069,161,38
2022-10-30,4534650,4478717,41683,21940073,34058230,138,1850,9,561,708,4171548,363102,105,33
2022-10-31,4536708,4480595,41688,21943240,34064733,2058,1878,5,3167,6503,4172950,363758,1402,656
2022-11-01,4538339,4480966,41699,21946294,34069042,1631,371,11,3054,4309,4174063,364276,1113,518
2022-11-02,4539542,4481311,41708,21948989,34072926,1203,345,9,2695,3884,4174884,364658,821,382
2022-11-03,4540513,4484192,41722,21951349,34076384,971,2881,14,2360,3458,4175564,364949,680,291
2022-11-04,4541463,4485995,41731,21953523,34079710,950,1803,9,2174,3326,4176211,365252,647,303
2022-11-05,4541671,4487530,41737,21954258,34080266,208,1535,6,735,556,4176365,365306,154,54
2022-11-06,4541783,4488715,41750,21954655,34080836,112,1185,13,397,570,4176455,365328,90,22
2022-11-07,4543209,4489028,41763,21957971,34086463,1426,313,13,3316,5627,4177388,365821,933,493
2022-11-08,4544262,4489351,41769,21960403,34090338,1053,323,6,2432,3875,4178104,366158,716,337
2022-11-09,4545174,4489602,41776,21962520,34093832,912,251,7,2117,3494,4178733,366441,629,283
2022-11-10,4545969,4491922,41785,21964357,34097016,795,2320,9,1837,3184,4179272,366697,539,256
2022-11-11,4546719,4493437,41791,21966542,34099953,750,1515,6,2185,2937,4179805,366914,533,217
2022-11-12,4546883,4494594,41799,21967269,34100512,164,1157,8,727,559,4179923,366960,118,46
2022-11-13,4546976,4495465,41806,21967570,34101132,93,871,7,301,620,4179998,366978,75,18
2022-11-14,4548250,4496484,41810,21969881,34106451,1274,1019,4,2311,5319,4180823,367427,825,449
2022-11-15,4549152,4496715,41818,21971828,34110535,902,231,8,1947,4084,4181444,367708,621,281
2022-11-16,4550009,4496902,41823,21973847,34114029,857,187,5,2019,3494,4182005,368004,561,296
2022-11-17,4550132,4498462,41827,21974319,34114898,123,1560,4,472,869,4182088,368044,83,40
2022-11-18,4550826,4499446,41833,21976205,34118080,694,984,6,1886,3182,4182540,368286,452,242
2022-11-19,4551006,4500369,41838,21976879,34118592,180,923,5,674,512,4182667,368339,127,53
2022-11-20,4551120,4501098,41841,21977160,34119218,114,729,3,281,626,4182756,368364,89,25
2022-11-21,4552442,4501893,41847,21979498,34125256,1322,795,6,2338,6038,4183619,368823,863,459
2022-11-22,4553411,4502125,41853,21981879,34129461,969,232,6,2381,4205,4184262,369149,643,326
2022-11-23,4554197,4502312,41861,21983725,34133432,786,187,8,1846,3971,4184788,369409,526,260
2022-11-24,4554944,4503671,41870,21985458,34137066,747,1359,9,1733,3634,4185287,369657,499,248
2022-11-25,4555712,4504617,41875,21987459,34140369,768,946,5,2001,3303,4185793,369919,506,262
2022-11-26,4555869,4505477,41880,21987960,34140909,157,860,5,501,540,4185912,369957,119,38
2022-11-27,4555972,4505599,41886,21988343,34141468,103,122,6,383,559,4185987,369985,75,28
2022-11-28,4557380,4506422,41891,21990728,34147628,1408,823,5,2385,6160,4186879,370501,892,516
2022-11-29,4558497,4506644,41895,21993090,34152076,1117,222,4,2362,4448,4187636,370861,757,360
2022-11-30,4559493,4506836,41903,21995011,34156079,996,192,8,1921,4003,4188297,371196,661,335
2022-12-01,4560390,4508269,41909,21996650,34160083,897,1433,6,1639,4004,4188880,371510,583,314
2022-12-02,4561279,4509208,41916,21998389,34164059,889,939,7,1739,3976,4189457,371822,577,312
2022-12-03,4561488,4510022,41923,21998923,34164631,209,814,7,534,572,4189603,371885,146,63
2022-12-04,4561613,4510782,41928,21999261,34165234,125,760,5,338,603,4189697,371916,94,31
2022-12-05,4563128,4511573,41937,22002007,34172557,1515,791,9,2746,7323,4190670,372458,973,542
2022-12-06,4564402,4511799,41946,22004612,34177621,1274,226,9,2605,5064,4191521,372881,851,423
2022-12-07,4565482,4511968,41955,22006880,34182404,1080,169,9,2268,4783,4192240,373242,719,361
2022-12-08,4566474,4513454,41961,22008802,34186850,992,1486,6,1922,4446,4192910,373564,670,322
2022-12-09,4567461,4514544,41971,22010923,34191432,987,1090,10,2121,4582,4193560,373901,650,337
2022-12-10,4567651,4515522,41977,22011514,34192040,190,978,6,591,608,4193707,373944,147,43
2022-12-11,4567759,4516410,41981,22011803,34192710,108,888,4,289,670,4193792,373967,85,23
2022-12-12,4569253,4517307,41989,22014264,34200739,1494,897,8,2461,8029,4194784,374469,992,502
2022-12-13,4570442,4517506,41996,22016737,34206397,1189,199,7,2473,5658,4195532,374910,748,441
2022-12-14,4571403,4517702,42006,22018693,34211684,961,196,10,1956,5287,4196174,375229,642,319
2022-12-15,4572206,4519346,42015,22020452,34216548,803,1644,9,1759,4864,4196729,375477,555,248
2022-12-16,4573021,4520547,42023,22022270,34221216,815,1201,8,1818,4668,4197276,375745,547,268
2022-12-17,4573182,4521597,42032,22022840,34221810,161,1050,9,570,594,4197401,375781,125,36
2022-12-18,4573290,4522533,42041,22023310,34222411,108,936,9,470,601,4197490,375800,89,19
2022-12-19,4574683,4523463,42051,22025417,34230453,1393,930,10,2107,8042,4198397,376286,907,486
2022-12-20,4575561,4523686,42064,22027134,34236191,878,223,13,1717,5738,4198989,376572,592,286
2022-12-21,4576363,4523865,42074,22028785,34241261,802,179,10,1651,5070,4199509,376854,520,282
2022-12-22,4577044,4525426,42085,22030310,34245835,681,1561,11,1525,4574,4199952,377092,443,238
2022-12-23,4577551,4526518,42096,22031691,34249302,507,1092,11,1381,3467,4200292,377259,340,167
2022-12-24,4577649,4527451,42101,22032079,34249840,98,933,5,388,538,4200367,377282,75,23
2022-12-25,4577764,4528287,42106,22032572,34250594,115,836,5,493,754,4200454,377310,87,28
2022-12-26,4577880,4529041,42110,22033043,34251359,116,754,4,471,765,4200541,377339,87,29
2022-12-27,4578651,4529220,42124,22034856,34256983,771,179,14,1813,5624,4201081,377570,540,231
2022-12-28,4579242,4529384,42130,22036355,34261266,591,164,6,1499,4283,4201496,377746,415,176
2022-12-29,4579810,4530562,42141,22037735,34265251,568,1178,11,1380,3985,4201876,377934,380,188
2022-12-30,4580256,4531367,42154,22038936,34268477,446,805,13,1201,3226,4202189,378067,313,133
2022-12-31,4580375,4532122,42168,22039410,34269037,119,755,14,474,560,4202288,378087,99,20
2023-01-01,4580465,4532736,42177,22039735,34269655,90,614,9,325,618,4202361,378104,73,17
2023-01-02,4581341,4533273,42181,22041659,34277768,876,537,4,1924,8113,4202922,378419,561,315
2023-01-03,4581965,4533432,42196,22043533,34283398,624,159,15,1874,5630,4203329,378636,407,217
2023-01-04,4582444,4533625,42202,22045045,34287911,479,193,6,1512,4513,4203639,378805,310,169
2023-01-05,4582837,4533767,42210,22046570,34291929,393,142,8,1525,4018,4203900,378937,261,132
2023-01-06,4583209,4534506,42224,22047901,34295403,372,739,14,1331,3474,4204141,379068,241,131
2023-01-07,4583293,4535056,42230,22048402,34295815,84,550,6,501,412,4204201,379092,60,24
2023-01-08,4583340,4535544,42235,22048648,34296223,47,488,5,246,408,4204239,379101,38,9
2023-01-09,4583972,4536071,42246,22050417,34301443,632,527,11,1769,5220,4204618,379354,379,253
2023-01-10,4584348,4536261,42251,22052261,34304827,376,190,5,1844,3384,4204855,379493,237,139
2023-01-11,4584640,4536406,42260,22053548,34307697,292,145,9,1287,2870,4205051,379589,196,96
2023-01-12,4584942,4537333,42264,22054490,34310374,302,927,4,942,2677,4205238,379704,187,115
2023-01-13,4585213,4537997,42267,22055585,34312801,271,664,3,1095,2427,4205412,379801,174,97
2023-01-14,4585248,4538485,42269,22055914,34313125,35,488,2,329,324,4205440,379808,28,7
2023-01-15,4585273,4538871,42274,22056119,34313508,25,386,5,205,383,4205462,379811,22,3
2023-01-16,4585713,4539252,42279,22057539,34317536,440,381,5,1420,4028,4205730,379983,268,172
2023-01-17,4586080,4539358,42283,22058825,34320380,367,106,4,1286,2844,4205974,380106,244,123
2023-01-18,4586402,4539458,42287,22060197,34323078,322,100,4,1372,2698,4206169,380233,195,127
2023-01-19,4586671,4540027,42291,22061448,34325450,269,569,4,1251,2372,4206347,380324,178,91
2023-01-20,4587006,4540507,42298,22062364,34327688,335,480,7,916,2238,4206546,380460,199,136
2023-01-21,4587060,4540816,42301,22062685,34327979,54,309,3,321,291,4206581,380479,35,19
2023-01-22,4587106,4541073,42304,22062883,34328405,46,257,3,198,426,4206618,380488,37,9
2023-01-23,4587584,4541361,42307,22064244,34332303,478,288,3,1361,3898,4206877,380707,259,219
2023-01-24,4587975,4541469,42310,22065913,34335158,391,108,3,1669,2855,4207102,380873,225,166
2023-01-25,4588335,4541544,42311,22066917,34337753,360,75,1,1004,2595,4207304,381031,202,158
2023-01-26,4588650,4542008,42314,22068029,34340136,315,464,3,1112,2383,4207495,381155,191,124
2023-01-27,4588980,4542385,42315,22068952,34342484,330,377,1,923,2348,4207709,381271,214,116
2023-01-28,4589025,4542723,42317,22069242,34342708,45,338,2,290,224,4207734,381291,25,20
2023-01-29,4589077,4543026,42321,22069453,34343061,52,303,4,211,353,4207772,381305,38,14
2023-01-30,4589732,4543313,42324,22070920,34347378,655,287,3,1467,4317,4208137,381595,365,290
2023-01-31,4590267,4543388,42328,22072214,34350386,535,75,4,1294,3008,4208452,381815,315,220
2023-02-01,4590780,4543450,42333,22073783,34353497,513,62,5,1569,3111,4208735,382045,283,230
2023-02-02,4591211,4543928,42335,22074886,34356168,431,478,2,1103,2671,4208987,382224,252,179
2023-02-03,4591658,4544324,42337,22075829,34358520,447,396,2,943,2352,4209267,382391,280,167
2023-02-04,4591746,4544697,42340,22076142,34358881,88,373,3,313,361,4209323,382423,56,32
2023-02-05,4591793,4545039,42342,22076359,34359300,47,342,2,217,419,4209351,382442,28,19
2023-02-06,4592792,4545367,42347,22077635,34364005,999,328,5,1276,4705,4209930,382862,579,420
2023-02-07,4593515,4545443,42350,22078589,34367332,723,76,3,954,3327,4210344,383171,414,309
2023-02-08,4594163,4545523,42356,22080358,34370483,648,80,6,1769,3151,4210711,383452,367,281
2023-02-09,4594737,4546207,42357,22081147,34373474,574,684,1,789,2991,4211045,383692,334,240
2023-02-10,4595429,4546728,42361,22082303,34376295,692,521,4,1156,2821,4211467,383962,422,270
2023-02-11,4595573,4547247,42364,22082630,34376728,144,519,3,327,433,4211567,384006,100,44
2023-02-12,4595668,4547696,42369,22082825,34377107,95,449,5,195,379,4211629,384039,62,33
2023-02-13,4597084,4548163,42373,22084213,34382919,1416,467,4,1388,5812,4212469,384615,840,576
2023-02-14,4598240,4548266,42377,22085729,34386950,1156,103,4,1516,4031,4213123,385117,654,502
2023-02-15,4599284,4548356,42381,22087227,34390814,1044,90,4,1498,3864,4213746,385538,623,421
2023-02-16,4600171,4549373,42383,22088444,34394632,887,1017,2,1217,3818,4214277,385894,531,356
2023-02-17,4601173,4550107,42391,22089604,34398191,1002,734,8,1160,3559,4214866,386307,589,413
2023-02-18,4601307,4550742,42399,22089952,34398618,134,635,8,348,427,4214964,386343,98,36
2023-02-19,4601417,4551340,42406,22090137,34399113,110,598,7,185,495,4215049,386368,85,25
2023-02-20,4603254,4552050,42416,22091726,34405623,1837,710,10,1589,6510,4216108,387146,1059,778
2023-02-21,4604682,4552211,42423,22093181,34410471,1428,161,7,1455,4848,4217007,387675,899,529
2023-02-22,4605904,4552348,42428,22094740,34414650,1222,137,5,1559,4179,4217743,388161,736,486
2023-02-23,4607086,4553797,42433,22095977,34418626,1182,1449,5,1237,3976,4218467,388619,724,458
2023-02-24,4608147,4554887,42441,22097054,34422232,1061,1090,8,1077,3606,4219125,389022,658,403
2023-02-25,4608295,4555895,42447,22097344,34422637,148,1008,6,290,405,4219239,389056,114,34
2023-02-26,4608403,4556798,42453,22097489,34423044,108,903,6,145,407,4219327,389076,88,20
2023-02-27,4610096,4557715,42460,22098612,34429281,1693,917,7,1123,6237,4220296,389800,969,724
2023-02-28,4611273,4557886,42463,22099773,34433496,1177,171,3,1161,4215,4220986,390287,690,487
2023-03-01,4612260,4558040,42470,22101063,34437308,987,154,7,1290,3812,4221549,390711,563,424
2023-03-02,4613168,4559872,42478,22102052,34440809,908,1832,8,989,3501,4222069,391099,520,388
2023-03-03,4614168,4561252,42486,22102953,34444189,1000,1380,8,901,3380,4222680,391488,611,389
2023-03-04,4614315,4562466,42490,22103216,34444565,147,1214,4,263,376,4222786,391529,106,41
2023-03-05,4614434,4563582,42496,22103388,34444984,119,1116,6,172,419,4222879,391555,93,26
2023-03-06,4616239,4564611,42501,22104520,34451306,1805,1029,5,1132,6322,4223907,392332,1028,777
2023-03-07,4617401,4564768,42507,22105983,34455723,1162,157,6,1463,4417,4224589,392812,682,480
2023-03-08,4618541,4564914,42515,22107062,34459636,1140,146,8,1079,3913,4225291,393250,702,438
2023-03-09,4619496,4566586,42520,22107861,34463315,955,1672,5,799,3679,4225890,393606,599,356
2023-03-10,4620459,4567684,42524,22108829,34466544,963,1098,4,968,3229,4226490,393969,600,363
2023-03-11,4620609,4568657,42526,22109088,34466942,150,973,2,259,398,4226597,394012,107,43
2023-03-12,4620732,4569518,42528,22109237,34467380,123,861,2,149,438,4226690,394042,93,30
2023-03-13,4622479,4570454,42537,22110325,34473362,1747,936,9,1088,5982,4227731,394748,1041,706
2023-03-14,4623587,4570605,42549,22111811,34477355,1108,151,12,1486,3993,4228394,395193,663,445
2023-03-15,4624581,4570759,42556,22112852,34480960,994,154,7,1041,3605,4228995,395586,601,393
2023-03-16,4625411,4572524,42563,22113610,34484195,830,1765,7,758,3235,4229526,395885,531,299
2023-03-17,4626220,4573676,42573,22114517,34487251,809,1152,10,907,3056,4230067,396153,541,268
2023-03-18,4626333,4574704,42583,22114751,34487581,113,1028,10,234,330,4230156,396177,89,24
2023-03-19,4626419,4575613,42594,22114876,34488012,86,909,11,125,431,4230220,396199,64,22
2023-03-20,4627725,4576525,42600,22115951,34493452,1306,912,6,1075,5440,4230964,396761,744,562
2023-03-21,4628669,4576679,42614,22117263,34497194,944,154,14,1312,3742,4231542,397127,578,366
2023-03-22,4629549,4576844,42623,22118284,34500605,880,165,9,1021,3411,4232087,397462,545,335
2023-03-23,4630274,4578542,42631,22119010,34503677,725,1698,8,726,3072,4232527,397747,440,285
2023-03-24,4630917,4579589,42633,22119759,34506442,643,1047,2,749,2765,4232925,397992,398,245
2023-03-25,4631006,4580499,42639,22119979,34506740,89,910,6,220,298,4232991,398015,66,23
2023-03-26,4631087,4581300,42645,22120112,34507091,81,801,6,133,351,4233057,398030,66,15
2023-03-27,4632105,4582031,42652,22120976,34511861,1018,731,7,864,4770,4233694,398411,637,381
2023-03-28,4632801,4582156,42658,22122248,34514992,696,125,6,1272,3131,4234145,398656,451,245
2023-03-29,4633362,4582281,42670,22123187,34517790,561,125,12,939,2798,4234509,398853,364,197
2023-03-30,4633833,4583547,42673,22123763,34520215,471,1266,3,576,2425,4234804,399029,295,176
2023-03-31,4634275,4584419,42678,22124458,34522624,442,872,5,695,2409,4235078,399197,274,168
2023-04-01,4634364,4585262,42685,22124660,34522895,89,843,7,202,271,4235135,399229,57,32
2023-04-02,4634426,4585937,42687,22124790,34523201,62,675,2,130,306,4235185,399241,50,12
2023-04-03,4635145,4586552,42692,22125558,34527102,719,615,5,768,3901,4235591,399554,406,313
2023-04-04,4635606,4586678,42698,22127030,34529773,461,126,6,1472,2671,4235884,399722,293,168
2023-04-05,4635979,4586776,42704,22127804,34532012,373,98,6,774,2239,4236111,399868,227,146
2023-04-06,4636313,4587771,42709,22128284,34534042,334,995,5,480,2030,4236346,399967,235,99
2023-04-07,4636364,4588403,42712,22128449,34534344,51,632,3,165,302,4236382,399982,36,15
2023-04-08,4636431,4588936,42713,22128616,34534628,67,533,1,167,284,4236434,399997,52,15
2023-04-09,4636487,4589367,42717,22128789,34534958,56,431,4,173,330,4236474,400013,40,16
2023-04-10,4636558,4589796,42722,22128965,34535246,71,429,5,176,288,4236529,400029,55,16
2023-04-11,4637197,4589907,42724,22130207,34539232,639,111,2,1242,3986,4236920,400277,391,248
2023-04-12,4637555,4589984,42727,22130747,34541973,358,77,3,540,2741,4237150,400405,230,128
2023-04-13,4637862,4590676,42730,22131432,34544321,307,692,3,685,2348,4237332,400530,182,125
2023-04-14,4638156,4591144,42736,22131957,34546485,294,468,6,525,2164,4237516,400640,184,110
2023-04-15,4638190,4591493,42737,22132170,34546792,34,349,1,213,307,4237541,400649,25,9
2023-04-16,4638237,4591803,42740,22132353,34547079,47,310,3,183,287,4237575,400662,34,13
2023-04-17,4638679,4591882,42744,22133110,34550498,442,79,4,757,3419,4237849,400830,274,168
2023-04-18,4638925,4591990,42747,22134267,34552642,246,108,3,1157,2144,4238009,400916,160,86
2023-04-19,4639170,4592063,42751,22134758,34554597,245,73,4,491,1955,4238160,401010,151,94
2023-04-20,4639377,4592147,42753,22135238,34556306,207,84,2,480,1709,4238297,401080,137,70
2023-04-21,4639568,4592766,42755,22135935,34557932,191,619,2,697,1626,4238417,401151,120,71
2023-04-22,4639596,4593126,42759,22136114,34558132,28,360,4,179,200,4238439,401157,22,6
2023-04-23,4639629,4593420,42763,22136236,34558345,33,294,4,122,213,4238466,401163,27,6
2023-04-24,4639934,4593733,42763,22136911,34561158,305,313,0,675,2813,4238669,401265,203,102
2023-04-25,4640121,4593825,42765,22137984,34562968,187,92,2,1073,1810,4238790,401331,121,66
2023-04-26,4640263,4593888,42768,22138444,34564504,142,63,3,460,1536,4238877,401386,87,55
2023-04-27,4640413,4594311,42771,22138854,34566026,150,423,3,410,1522,4238985,401428,108,42
2023-04-28,4640553,4594605,42774,22139495,34567407,140,294,3,641,1381,4239075,401478,90,50
2023-04-29,4640568,4594867,42775,22139620,34567574,15,262,1,125,167,4239084,401484,9,6
2023-04-30,4640585,4595091,42778,22139724,34567763,17,224,3,104,189,4239098,401487,14,3
2023-05-01,4640598,4595290,42780,22139813,34567933,13,199,2,89,170,4239108,401490,10,3
2023-05-02,4640788,4595368,42782,22141004,34570244,190,78,2,1191,2311,4239230,401558,122,68
2023-05-03,4640927,4595419,42784,22141344,34571839,139,51,2,340,1595,4239329,401598,99,40
2023-05-04,4641021,4595718,42784,22141693,34573259,94,299,0,349,1420,4239388,401633,59,35
2023-05-05,4641114,4595930,42786,22142211,34574441,93,212,2,518,1182,4239452,401662,64,29
2023-05-06,4641127,4596104,42787,22142304,34574585,13,174,1,93,144,4239462,401665,10,3
2023-05-07,4641138,4596278,42789,22142407,34574686,11,174,2,103,101,4239472,401666,10,1
2023-05-08,4641154,4596425,42792,22142485,34574828,16,147,3,78,142,4239485,401669,13,3
2023-05-09,4641311,4596494,42792,22143644,34576780,157,69,0,1159,1952,4239590,401721,105,52
2023-05-10,4641424,4596540,42793,22143918,34578134,113,46,1,274,1354,4239664,401760,74,39
2023-05-11,4641499,4596577,42795,22144413,34579272,75,37,2,495,1138,4239718,401781,54,21
2023-05-12,4641566,4596806,42796,22144676,34580247,67,229,1,263,975,4239761,401805,43,24
2023-05-13,4641582,4596959,42798,22144760,34580350,16,153,2,84,103,4239774,401808,13,3
2023-05-14,4641589,4597091,42799,22144830,34580489,7,132,1,70,139,4239780,401809,6,1
2023-05-15,4641681,4597199,42800,22145111,34582213,92,108,1,281,1724,4239841,401840,61,31
2023-05-16,4641755,4597265,42802,22145365,34583369,74,66,2,254,1156,4239886,401869,45,29
2023-05-17,4641827,4597295,42802,22145612,34584422,72,30,0,247,1053,4239930,401897,44,28
2023-05-18,4641879,4597333,42803,22145977,34585329,52,38,1,365,907,4239969,401910,39,13
2023-05-19,4641927,4597521,42804,22146202,34586183,48,188,1,225,854,4240004,401923,35,13
2023-05-20,4641933,4597660,42804,22146278,34586274,6,139,0,76,91,4240009,401924,5,1
2023-05-21,4641939,4597758,42805,22146328,34586386,6,98,1,50,112,4240013,401926,4,2
2023-05-22,4642002,4597844,42807,22146603,34587874,63,86,2,275,1488,4240051,401951,38,25
2023-05-23,4642039,4597895,42807,22146842,34588945,37,51,0,239,1071,4240075,401964,24,13
2023-05-24,4642099,4597911,42807,22147073,34589859,60,16,0,231,914,4240113,401986,38,22
2023-05-25,4642137,4598017,42807,22147226,34590695,38,106,0,153,836,4240136,402001,23,15
2023-05-26,4642201,4598127,42809,22147409,34591452,64,110,2,183,757,4240174,402027,38,26
2023-05-27,4642209,4598208,42810,22147464,34591530,8,81,1,55,78,4240179,402030,5,3
2023-05-28,4642218,4598273,42812,22147490,34591621,9,65,2,26,91,4240187,402031,8,1
2023-05-29,4642275,4598332,42812,22147740,34592957,57,59,0,250,1336,4240215,402060,28,29
2023-05-30,4642325,4598358,42812,22148024,34593930,50,26,0,284,973,4240249,402076,34,16
2023-05-31,4642363,4598378,42812,22148217,34594710,38,20,0,193,780,4240269,402094,20,18
2023-06-01,4642397,4598449,42812,22148378,34595465,34,71,0,161,755,4240291,402106,22,12
2023-06-02,4642432,4598513,42812,22148544,34596156,35,64,0,166,691,4240316,402116,25,10
2023-06-03,4642443,4598589,42813,22148592,34596215,11,76,1,48,59,4240325,402118,9,2
2023-06-04,4642444,4598645,42813,22148633,34596288,1,56,0,41,73,4240326,402118,1,0
2023-06-05,4642489,4598707,42813,22148880,34597445,45,62,0,247,1157,4240356,402133,30,15
2023-06-06,4642527,4598719,42813,22149064,34598260,38,12,0,184,815,4240382,402145,26,12
2023-06-07,4642559,4598741,42813,22149232,34599036,32,22,0,168,776,4240400,402159,18,14
2023-06-08,4642585,4598805,42813,22149354,34599735,26,64,0,122,699,4240413,402172,13,13
2023-06-09,4642613,4598858,42814,22149484,34600370,28,53,1,130,635,4240435,402178,22,6
2023-06-10,4642617,4598918,42814,22149530,34600434,4,60,0,46,64,4240437,402180,2,2
2023-06-11,4642621,4598961,42814,22149563,34600489,4,43,0,33,55,4240439,402182,2,2
2023-06-12,4642652,4599007,42814,22149756,34601580,31,46,0,193,1091,4240456,402196,17,14
2023-06-13,4642683,4599030,42814,22149931,34602339,31,23,0,175,759,4240476,402207,20,11
2023-06-14,4642707,4599038,42815,22150068,34602983,24,8,1,137,644,4240493,402214,17,7
2023-06-15,4642725,4599089,42816,22150195,34603617,18,51,1,127,634,4240503,402222,10,8
2023-06-16,4642746,4599132,42816,22150328,34604139,21,43,0,133,522,4240520,402226,17,4
2023-06-17,4642748,4599163,42816,22150361,34604185,2,31,0,33,46,4240522,402226,2,0
2023-06-18,4642748,4599199,42816,22150384,34604234,0,36,0,23,49,4240522,402226,0,0
2023-06-19,4642790,4599237,42816,22150571,34605193,42,38,0,187,959,4240546,402244,24,18
2023-06-20,4642818,4599247,42816,22150729,34605814,28,10,0,158,621,4240563,402255,17,11
2023-06-21,4642850,4599254,42816,22150880,34606385,32,7,0,151,571,4240583,402267,20,12
2023-06-22,4642868,4599289,42816,22151022,34606916,18,35,0,142,531,4240596,402272,13,5
2023-06-23,4642886,4599324,42816,22151145,34607361,18,35,0,123,445,4240607,402279,11,7
2023-06-24,4642888,4599351,42816,22151181,34607394,2,27,0,36,33,4240608,402280,1,1
2023-06-25,4642889,4599376,42817,22151204,34607430,1,25,1,23,36,4240609,402280,1,0
